DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2012-03-17,BOS,Boston,42.364347,-71.005181,EWR,Newark,40.6925,-74.168667,10.2941176471,9.33250171365,2
2012-01-19,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364347,-71.005181,7.41666666667,7.19164077035,7
2012-04-21,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,14.1923076923,11.8288434964,3
2011-11-11,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,10.2631578947,7.5413092384,0
2011-09-05,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364347,-71.005181,11.1666666667,8.01447964986,6
2012-05-23,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.290556,10.7272727273,6.9156951803,6
2012-02-18,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,10.5,10.8207317356,2
2013-02-20,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,12.2857142857,9.193165163,5
2011-09-15,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,13.5333333333,8.74833317457,1
2012-04-25,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,12.2916666667,10.4568644676,1
2012-11-18,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,4.09090909091,3.17661912903,2
2011-11-14,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,13.4583333333,10.7662078693,6
2012-03-30,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.290556,15.7575757576,10.9744883224,6
2011-12-27,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,16.7575757576,10.712231044,6
2012-01-28,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.625,8.77021474462,2
2011-12-28,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,12.28,7.82900589688,0
2011-09-11,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.2916666667,8.12125052839,6
2013-01-24,DEN,Denver,39.861656,-104.673178,LAX,Los Angeles,33.942536,-118.408075,16.2068965517,11.9981525672,6
2011-11-16,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,12.84,9.00777441991,0
2011-12-15,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.4782608696,7.52492564275,3
2012-08-01,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.16666666667,6.41918081635,0
2011-09-23,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,11.8695652174,8.26990352712,7
2012-09-15,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.41176470588,6.93774840573,2
2012-11-18,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.84210526316,7.44060300644,6
2012-04-27,MIA,Miami,25.79325,-80.290556,ATL,Atlanta,33.636719,-84.428067,14.1724137931,10.6639210342,6
2011-11-07,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,8.25,6.6080758672,6
2011-09-10,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,11.2272727273,7.33505489434,5
2011-11-15,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.0,7.08048962525,7
2012-08-09,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.26315789474,7.44492448483,3
2012-04-02,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,13.68,10.4272079996,6
2013-01-17,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,7.66666666667,6.05530070819,0
2012-07-24,PHX,Phoenix,33.434278,-112.011583,ORD,Chicago,41.978603,-87.904842,10.25,7.08501012145,5
2012-08-05,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,14.6785714286,10.3603716916,6
2012-03-22,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,9.05263157895,7.36714692409,7
2012-04-17,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,12.9047619048,11.3969503022,6
2012-07-31,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,11.8260869565,9.44193823473,3
2011-09-06,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,13.037037037,8.00231448001,3
2012-10-24,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,11.2857142857,8.42699743172,6
2012-02-04,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,16.2580645161,11.2574945168,0
2012-11-09,MIA,Miami,25.79325,-80.290556,JFK,New York,40.639751,-73.778925,14.5416666667,11.974535179,5
2011-10-14,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364347,-71.005181,12.68,8.40495885376,3
2012-06-21,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.25,7.23932971599,3
2012-09-15,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.2083333333,12.5107924424,5
2012-04-12,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,13.6538461538,10.2017343925,7
2012-05-23,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,8.95,6.66076493157,5
2012-11-02,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,15.5,11.8774607587,7
2011-09-24,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,12.88,8.69060795725,2
2012-10-22,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.3636363636,9.82487346118,3
2013-01-05,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,10.0,7.38617326872,2
2012-11-26,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.92,8.85023540177,7
2013-02-15,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,13.2608695652,9.87290779357,6
2012-09-01,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,13.1666666667,9.95933761839,0
2012-01-11,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,9.0,6.74536878162,0
2011-12-12,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,10.0476190476,8.36346931887,3
2013-01-04,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278,-112.011583,14.28,9.26246907327,5
2012-09-11,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,19.5,12.8761357478,3
2011-11-29,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,11.5714285714,8.19494617781,5
2011-09-29,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,10.5454545455,6.57359271724,0
2012-12-16,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,11.380952381,8.80611259567,7
2012-11-05,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,7.0,5.63154381269,3
2012-02-10,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,8.0625,7.17838189752,6
2011-12-12,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,9.33333333333,6.65081448646,3
2012-01-29,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.005181,7.9375,5.48292804987,5
2012-10-19,BOS,Boston,42.364347,-71.005181,EWR,Newark,40.6925,-74.168667,13.2608695652,10.7204875708,6
2012-01-05,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,12.1304347826,8.79723276649,6
2012-08-12,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,12.0833333333,7.93405793792,6
2011-11-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,11.0454545455,9.17801344169,0
2011-12-19,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,9.05882352941,6.89629056301,5
2011-10-23,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.8666666667,9.34670634717,7
2012-02-29,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,12.1739130435,10.5600110792,7
2012-12-16,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,11.35,9.00453102318,5
2012-06-02,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,11.8260869565,8.56871780964,6
2012-10-05,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,19.7619047619,12.6275145263,1
2011-11-18,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,10.380952381,6.77846730815,3
2012-09-13,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,10.75,8.22624170758,3
2013-02-05,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,8.75,6.95221787154,6
2012-06-28,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,13.32,9.93193502462,7
2012-09-18,IAH,Houston,29.984433,-95.341442,ORD,Chicago,41.978603,-87.904842,10.7777777778,8.76191998537,0
2012-03-28,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,8.27777777778,7.06112435269,7
2012-11-07,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.92857142857,7.74064483216,6
2011-10-02,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,15.2857142857,9.28502235924,7
2012-10-12,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,13.4482758621,9.32196410518,3
2011-09-10,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.9,6.73482700126,5
2012-04-14,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.4,5.32916503779,5
2012-08-21,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,11.2380952381,8.09261862381,6
2012-10-30,MIA,Miami,25.79325,-80.290556,JFK,New York,40.639751,-73.778925,14.6538461538,11.9797906749,2
2012-12-05,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,14.8461538462,12.8084106983,5
2013-01-05,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,9.29411764706,7.88800280396,0
2012-12-29,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,12.1818181818,9.72789980582,2
2012-09-03,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,13.7407407407,9.19695849638,0
2012-10-08,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,12.1153846154,8.57123992466,1
2012-04-18,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.2173913043,8.72799321795,7
2012-07-23,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.88888888889,5.76897267732,6
2012-11-17,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,11.3636363636,8.07433001523,0
2013-01-03,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,17.7407407407,14.2871448205,0
2012-05-08,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,10.1,6.96532766449,5
2011-12-01,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278,-112.011583,8.11111111111,6.09617902401,3
2012-11-07,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278,-112.011583,10.15,6.96060342212,6
2012-12-18,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.037037037,9.45630225943,6
2013-01-31,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,8.05555555556,6.06312113589,1
2012-09-14,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,6.85714285714,4.92805380305,3
2012-10-17,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,9.55555555556,7.02283855986,6
2011-12-25,BOS,Boston,42.364347,-71.005181,ORD,Chicago,41.978603,-87.904842,9.47368421053,6.56902175241,2
2012-05-23,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,11.8333333333,7.6707613514,6
2012-07-28,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,14.3846153846,10.8298732147,3
2012-10-29,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,11.2941176471,8.22925198516,5
2012-02-22,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,10.5238095238,8.26812583128,7
2011-10-14,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,13.2962962963,9.56280782235,3
2012-01-18,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,7.46153846154,7.47903051444,0
2011-10-26,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,7.38461538462,6.52608179459,0
2013-01-29,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,14.1428571429,9.3401335771,0
2011-10-25,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,8.66666666667,6.65096189417,0
2012-06-07,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,10.9545454545,9.29145676582,7
2012-03-30,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,10.8095238095,7.90328442876,1
2011-09-18,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,8.625,6.70198975429,0
2012-05-15,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,13.7692307692,9.64285307285,6
2012-04-24,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.23529411765,5.51735230619,3
2011-09-23,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,10.8571428571,7.4450366976,6
2012-06-10,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,11.4347826087,7.54276346125,3
2011-11-13,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,14.6896551724,10.8565432813,6
2012-05-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,11.9047619048,10.4254724685,2
2011-12-15,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,9.88888888889,7.87317776407,0
2012-01-30,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.290556,11.0526315789,9.60598010622,0
2012-06-26,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,16.2,11.6660426763,6
2011-10-16,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364347,-71.005181,5.75,4.02548698353,5
2012-11-24,MIA,Miami,25.79325,-80.290556,ATL,Atlanta,33.636719,-84.428067,13.2608695652,9.70106550523,2
2012-09-23,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,11.0476190476,9.62016730871,0
2012-02-20,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,7.66666666667,5.93616839705,6
2012-08-27,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,11.6,12.2061244334,6
2012-10-30,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.8125,6.50352468538,6
2012-07-23,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,14.0769230769,12.1981083023,3
2011-11-07,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,7.82352941176,6.52145779444,6
2012-01-19,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,14.2592592593,10.2716660045,3
2012-05-03,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,10.45,7.4089206544,3
2012-07-23,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,11.125,7.79248523174,7
2013-01-20,BOS,Boston,42.364347,-71.005181,LAX,Los Angeles,33.942536,-118.408075,13.1666666667,10.7082522695,5
2011-09-26,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,13.5,8.2259751195,0
2011-11-14,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,14.935483871,10.57334852,1
2013-01-01,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,11.2857142857,8.03830117091,5
2012-05-25,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,15.7586206897,11.6209637307,6
2012-07-20,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,11.4090909091,7.82948694366,7
2012-04-27,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,14.2222222222,10.2444481525,6
2011-12-28,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,15.0740740741,11.4015043742,5
2012-06-14,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.125,8.15775171499,3
2013-02-26,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,6.69230769231,5.03958687766,6
2011-11-13,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,13.7037037037,9.33073834499,6
2011-09-16,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.52631578947,6.21260744197,3
2012-08-31,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,11.9565217391,8.03106616306,3
2012-08-24,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,13.5714285714,9.43370070517,7
2012-06-25,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433,-95.341442,13.68,10.714942837,6
2012-04-13,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751,-73.778925,15.6129032258,11.5460741361,1
2012-04-13,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,10.2222222222,8.53749898324,6
2012-06-26,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,14.8148148148,11.2422179479,6
2012-11-14,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,13.0,10.6001715252,0
2012-04-18,BOS,Boston,42.364347,-71.005181,ATL,Atlanta,33.636719,-84.428067,10.9583333333,7.66969851835,3
2013-01-26,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.005181,12.0952380952,8.36005240357,5
2012-03-19,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,8.75,6.63827286775,6
2012-09-12,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,7.2,6.74219125041,6
2012-07-27,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,13.72,10.1510262207,7
2012-11-22,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,9.33333333333,6.56192224347,2
2011-12-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,11.75,9.07097617104,7
2012-12-09,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,13.7857142857,10.0898083631,6
2012-01-04,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,13.7777777778,11.2876151782,6
2011-10-24,MIA,Miami,25.79325,-80.290556,LGA,New York,40.777245,-73.872608,10.9090909091,8.71730130209,6
2011-11-05,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,16.4,10.7817929318,7
2012-02-02,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.1666666667,8.07393372509,3
2011-09-17,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,13.2962962963,8.40244842895,0
2012-04-26,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.4,7.33700067789,7
2012-02-14,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.0555555556,8.47468355975,6
2012-03-03,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,12.5416666667,9.92133917445,6
2011-12-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,13.84,10.5343881328,5
2012-01-02,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,11.4583333333,8.78723959558,3
2013-02-21,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278,-112.011583,9.52631578947,6.85053461866,6
2011-09-24,BOS,Boston,42.364347,-71.005181,SFO,San Francisco,37.618972,-122.374889,13.4814814815,8.54567083549,0
2012-01-21,EWR,Newark,40.6925,-74.168667,LAX,Los Angeles,33.942536,-118.408075,10.4761904762,7.2292395701,2
2012-02-16,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,13.7931034483,10.2691608725,3
2012-02-10,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,9.57894736842,6.36235272236,0
2013-02-24,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,9.42105263158,6.38849477554,0
2012-08-06,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,14.5862068966,9.44350586147,6
2013-02-24,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,8.70588235294,6.01835427964,5
2012-01-11,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,16.0588235294,10.8038746598,7
2013-02-02,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,14.9310344828,10.7435397016,5
2011-11-07,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,9.33333333333,7.09598063529,7
2013-01-08,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,10.95,8.91760529574,5
2012-07-06,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,19.7073170732,13.0081587906,7
2012-09-29,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364347,-71.005181,14.8571428571,10.6204355275,5
2013-01-21,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,12.68,10.1559506366,0
2012-05-01,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,9.1,6.67201539819,3
2011-10-22,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,13.0,8.49470423264,3
2012-07-27,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,15.1851851852,11.2250990643,6
2012-08-23,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,16.064516129,12.1104238403,0
2011-10-24,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,16.0,9.95657236871,6
2011-11-29,BOS,Boston,42.364347,-71.005181,EWR,Newark,40.6925,-74.168667,7.26666666667,4.83243012907,3
2012-12-03,PHX,Phoenix,33.434278,-112.011583,ORD,Chicago,41.978603,-87.904842,11.7058823529,11.6230627734,0
2011-11-08,BOS,Boston,42.364347,-71.005181,PHL,Philadelphia,39.871944,-75.241139,7.05882352941,4.9556859797,7
2012-06-22,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,12.652173913,10.1784473528,3
2012-04-24,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,10.2941176471,12.1745878056,6
2012-05-16,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.2,6.93275976035,7
2013-02-07,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,10.55,7.6259598188,3
2012-03-01,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,12.7916666667,11.8687722037,3
2012-07-05,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,9.47619047619,6.94707886539,2
2011-12-08,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,9.0,6.83130051064,7
2011-10-17,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,8.72222222222,5.69628935521,3
2012-06-26,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,9.8,8.44477860659,5
2012-03-27,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,7.86666666667,5.75532879372,5
2012-02-08,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,12.0,9.36628382697,0
2012-03-26,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,8.84210526316,6.89011496352,7
2011-09-17,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,11.8333333333,7.60815733085,0
2011-11-10,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.65,8.64672131352,6
2012-07-22,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,14.4285714286,9.55463266123,0
2012-10-15,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.64,11.4995652092,7
2011-09-08,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,8.68421052632,6.70035348635,3
2013-02-24,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.005181,10.9545454545,7.2406081876,6
2012-03-18,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433,-95.341442,11.0434782609,6.85882484547,3
2011-11-28,PHX,Phoenix,33.434278,-112.011583,DEN,Denver,39.861656,-104.673178,9.15789473684,5.92792972944,3
2011-10-30,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,10.4090909091,8.27882606648,1
2012-11-13,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,9.61904761905,6.96761214819,7
2012-04-13,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364347,-71.005181,14.8,10.889412764,6
